labels,2015,2016,2017,2018,2019,2020,2021,low_shock,high_shock
324,18159.25,24376,19800.75,17554.25,17295.25,15086,18181.25,18159.25,17554.25
325,18682.75,24299.75,19586.25,17432,17227.5,16294.25,16827,18682.75,17432
326,19564,24712.5,19484,17554.75,17917.75,17216.25,17860.75,19564,17554.75
327,20505.75,24933.25,19755.5,18078.25,18772.75,17618,18693.5,20505.75,18078.25
328,19860.5,25533.5,20323.25,19536.75,19598.75,18634.5,17935.5,19860.5,19536.75
329,20190.75,26945.25,22386,21680.5,21497.75,19007,18862.75,20190.75,21680.5
330,21465.75,26855,21335.75,20991.75,21035.25,19102.5,19231,21465.75,20991.75
331,20937,26285.25,20674.5,20205.5,19707.5,19447.75,18142.25,20937,20205.5
332,19671.75,24423,20835.75,18204.75,17518.5,17082.25,16779.5,19671.75,18204.75
333,18766.5,24025,19574,17314.5,17279.5,16466.75,16091.5,18766.5,17314.5
334,18915,22768.75,19381,17488.5,17097.75,15417.75,15872.5,18915,17488.5
335,19117.5,21915,18908,17198.25,16967.75,15124.75,15669,19117.5,17198.25
336,22504.75,21478.75,18341,17196,16819.5,15419.75,15574.75,22504.75,17196
337,22293.5,21709.5,17939.5,17451.75,16874.25,15435.5,15680.25,22293.5,17451.75
338,21833,21219,17525,16819.75,17008.75,15497,15570.75,21833,16819.75
339,21646.75,21210.5,17929.25,16837.75,16847.75,15320,15479,21646.75,16837.75
340,22188.75,21607.75,17916.5,16803.75,16931.5,15271,15429,22188.75,16803.75
341,22594.75,22483.25,17660.75,17288,17016.5,15166.75,15427.75,22594.75,17288
342,23997.75,23873,17784.5,19609.25,18506.5,15912.25,15696.75,23997.75,19609.25
343,26118.25,26185.25,18458,22474,21212.5,16775,16763.25,26118.25,22474
344,26095.5,27748,19340.25,21869,21270,20044.25,17709,26095.5,21869
345,24614.5,28565.75,20380.75,21266.75,21066.5,19023.75,19398.5,24614.5,21266.75
346,24402.25,28975,21177,19278,19849,16155.25,18945.5,24402.25,19278
347,25382,27406.5,21361.75,18221.75,18949.5,15606.75,20922,25382,18221.75
348,25001.25,27024.25,21128.5,18405.25,17888.75,15546.75,19262.5,25001.25,18405.25
349,24892,26233.25,21063.25,18932.5,18055.25,15465.25,16457.5,24892,18932.5
350,25138.5,25931.25,20375,18610.75,18132.5,15507.25,16918.5,25138.5,18610.75
351,24991.25,25251.25,21089.5,18177.25,17337.75,16549.5,17398.25,24991.25,18177.25
352,24424,26025.75,22769.75,17875.25,17559.75,17771,18906,24424,17875.25
353,25760.25,28126.25,24228.75,18123.25,18596,18920.25,19403,25760.25,18123.25
354,24880.25,26484,24538.75,17943.25,17728,19026.5,19985.25,24880.25,17943.25
355,23888,25183.75,23583,17738.25,17475,17682.75,19075,23888,17738.25
356,23499.75,24879.75,22071.5,17196.5,16974,16018.75,17787.75,23499.75,17196.5
357,23477.75,24068.75,21325.5,17064.25,17288.5,15177.25,17219.25,23477.75,17064.25
358,23195,23310.25,21704,16867.5,17191.25,15316.75,16547.25,23195,16867.5
359,22954.5,22161.75,21061.5,16360,16922,15523.75,16404.75,22954.5,16360
360,22007.5,21822.25,20967.75,15606.5,16785.25,15736.5,15950.25,22007.5,15606.5
361,21599.5,21668,20730.5,15853,16751,15586,15727.75,21599.5,15853
362,21230.5,21467.25,20978.25,15876.25,16838.75,15468.5,15610.75,21230.5,15876.25
363,20856,20859.75,21436.75,15774.75,16772.75,15422,15570.5,20856,15774.75
364,22078.25,20592.5,22005.75,16462.75,16797,15511,15554.25,22078.25,16462.75
365,22747,20735,22661,16971.5,17006.5,15514.75,15557.5,22747,16971.5
366,24752,21375.25,24325.5,18519.5,17771.25,15854.75,15574.25,24752,18519.5
367,27715,22227.75,25807,20245,21034.25,18791,15678.25,27715,20245
368,28870.5,22050,27681.5,21615.5,21008.75,21136,15654.5,28870.5,21615.5
369,28695.25,23440.75,27330.5,20368.75,19725.5,20206.25,16547.25,28695.25,20368.75
370,28306.75,24659.25,27028.5,20266.75,17707,18171,17142.75,28306.75,20266.75
371,28087.5,23874,25595,20745.5,17108.25,15966.5,17050.75,28087.5,20745.5
372,28798.75,23349.25,24727.75,18639.5,16837,15438,15940,28798.75,18639.5
373,29315,23024.75,24364,18212.25,17301.75,15657.25,15904.5,29315,18212.25
374,29195.75,22679.75,24500.75,18465,17506.75,17004.75,15754.25,29195.75,18465
375,28727.25,22544.5,24706,18668,18395,18327.25,15625.5,28727.25,18668
376,29169.5,23255.5,25414.5,19200.25,18839,17399,15883.5,29169.5,19200.25
377,28939.25,24897.25,27560.25,20955.75,20296.75,18470.25,17932.75,28939.25,20955.75
378,29458,25107.5,28785,21051.75,18969.25,18289,17629,29458,21051.75
379,28440.25,24126,26821,21234.5,17595.5,18016.5,16814.25,28440.25,21234.5
380,27388.5,22803.5,25459.75,18938.5,17338,15714.75,15675.5,27388.5,18938.5
381,26279.25,22400.5,24354.75,17436.25,16904,15479.75,15644.5,26279.25,17436.25
382,25912,22200,24135.5,17466,16837.5,15527.5,15606.25,25912,17466
383,25304,21679.25,22672.5,17884,16618.25,15120.25,15674.25,25304,17884
384,23792.5,21231.5,22564.25,17415.75,16459,15082.75,15448,23792.5,17415.75
385,23775.5,21109.5,22392,17316,16531.75,15123,15456.5,23775.5,17316
386,23289,21251,21748.75,17311.5,16564.25,15171.5,15408.75,23289,17311.5
387,23151,21115,22110,17214.5,16548.25,15174,15378.5,23151,17214.5
388,23581.5,21424.25,22525.25,17316.5,16583.25,15113,15383.5,23581.5,17316.5
389,23470,21002,22629.75,17799.75,17010,15122.25,15308.25,23470,17799.75
390,23028.75,20746.5,23767.5,18461.5,17436,15325.75,15024,23028.75,18461.5
391,23998.25,20886.75,25199,21567.75,17718,16277.75,15203.75,23998.25,21567.75
392,24841.25,21656.25,27416.25,21775.5,18193.75,18722,15571.5,24841.25,21775.5
393,25165,22120.5,27230.75,21823.5,17815.75,17376.75,15801,25165,21823.5
394,25494,22626.25,25633,21339.5,17269.75,16188.75,16443.25,25494,21339.5
395,25585,22810.75,24646,18405.25,17154,16100.25,16452.5,25585,18405.25
396,26316.25,22873,24442.5,17791.25,16886.5,15959.5,16188,26316.25,17791.25
397,25674,21924.5,24375,18205.25,16979,15942.75,16049.75,25674,18205.25
398,24581,21623.5,23948.75,18068.25,17033.75,16404,16053.5,24581,18068.25
399,25096.5,21700,24777.25,18425.75,17053,17515.75,16506.75,25096.5,18425.75
400,25659,22511.5,25587.25,18344,17849.25,18391.25,16284.75,25659,18344
401,27559.75,25794.25,28734.25,19951.5,19202.75,20110,18663.5,27559.75,19951.5
402,27379.5,27035.25,26948,19607,19684.75,20074.5,19462.25,27379.5,19607
403,26802,25025.25,26149.5,19078.75,17315.5,17152,17987,26802,19078.75
404,25743.25,23629.5,24614.75,18373.25,17255.5,16232.25,16004.75,25743.25,18373.25
405,24529.75,22966.5,23794.5,17900,17118.5,15753.25,15660.75,24529.75,17900
406,24700.5,23207,23238.5,18117.5,17184,15988.25,15729,24700.5,18117.5
407,24332.75,22403,22001.75,17667,16978,15652.5,15484.25,24332.75,17667
408,22633.75,21323.75,22124.25,17469.5,16722,15759.25,15411.25,22633.75,17469.5
409,22178.75,21070,21335.75,17268,16701.25,15439.75,15279.5,22178.75,17268
410,21877.75,21215.5,20798.5,17247,16764.75,15214,15271,21877.75,17247
411,21317.5,21261.25,21139.75,17247,17097.25,15167,15301.75,21317.5,17247
412,21516.75,21974.25,20632.5,17141.25,17172.75,15173.5,15263.25,21516.75,17141.25
413,21397.75,22284,21701.75,17285.25,17235.5,15286,15279.5,21397.75,17285.25
414,21999,24161.75,23553.75,17885.5,17706.25,15073.75,16164.75,21999,17885.5
415,22761.5,27530.75,24793.75,18275.5,19992.25,15511.75,18592,22761.5,18275.5
416,22960.25,27631.75,26927.25,19918.5,23390.5,15840.75,19329,22960.25,19918.5
417,23222.5,27798.5,27326.25,19663,23034.75,16685.75,20131.5,23222.5,19663
418,24123.25,27470.25,27067,19154.75,20855,16925.5,18774.75,24123.25,19154.75
419,24377,27462.25,25653.75,18390,19534.5,15488.75,17636.75,24377,18390
420,25354.5,25622.25,24125.75,18568.5,17831.5,15421,16776.75,25354.5,18568.5
421,24880.5,24641.75,23949,18595.5,17408.75,15108,16029.25,24880.5,18595.5
422,24555.25,24988.25,24163.75,18169.75,17346,15552.75,15954.5,24555.25,18169.75
423,24946.25,25631.25,24706,18708.25,18123.25,16103.25,15670.75,24946.25,18708.25
424,25276.75,26382.75,25569.75,19727.75,20194.75,16855.25,15773.5,25276.75,19727.75
425,26974.5,28214.75,27589,20656.5,20999,19787.25,17448.5,26974.5,20656.5
426,27645.25,28018.5,26984.25,21685.25,21818,20270,16751.75,27645.25,21685.25
427,27084.25,26323.75,26465.25,20421.75,19320.25,18854.75,15770.5,27084.25,20421.75
428,26162.25,25175.75,24344,18252.25,18417.5,18720,15734.5,26162.25,18252.25
429,24650.75,24197.75,23339,18075,18007.25,16544.75,15869.5,24650.75,18075
430,25097.5,22651,23008.5,18531.25,17914.5,17258.75,15613.5,25097.5,18531.25
431,24831.25,21865.75,22342.5,18201.25,17736,16083.5,15489,24831.25,18201.25
432,24621.25,21832,21665,17649.25,17335.75,15594.5,15572.5,24621.25,17649.25
433,24069,21798.25,22032,17358.5,17355.75,15400.5,15402.5,24069,17358.5
434,24411.5,21571,21896.75,17599.75,17486,15383.5,15328.5,24411.5,17599.75
435,23913.25,21725.5,21737.75,17829,17344.75,15406,15402.75,23913.25,17829
436,24639.75,22394.75,22061.5,17401,17379,15505.25,15346.25,24639.75,17401
437,26395.75,22981.25,22419,17819,17291,15514.75,15453.75,26395.75,17819
438,27858,23985.5,23875.25,18261,17245,15506,15897,27858,18261
439,29257.75,26789.5,25948,21392.5,17324,15602.5,17924,29257.75,21392.5
440,28961.75,27888.25,27797.75,22321.5,17576,15701,18484.25,28961.75,22321.5
441,30166.25,26295,26747,22220,17418.75,16422,17434.25,30166.25,22220
442,30900,26189.5,25581.25,20312.25,17441,17228,17684.75,30900,20312.25
443,29635.75,25644.75,24929.5,20081,17413.5,16918.75,18168,29635.75,20081
444,30218,25141.25,24311.25,18907.25,17617.25,16871,16745.5,30218,18907.25
445,29756.25,25581,23981.25,18596.5,17356.25,15875.25,17368,29756.25,18596.5
446,29201.5,26132.5,24487.5,18865.75,17547.25,15866.25,17089.75,29201.5,18865.75
447,29230,26695.5,26587.5,18591.5,17646.75,15868.25,17103.25,29230,18591.5
448,29518.75,26299.5,27588.75,18787.25,18268.75,16200.75,16843,29518.75,18787.25
449,32034.5,28137.5,28751.75,21928.75,20490.25,17905.5,19080.5,32034.5,21928.75
450,32056,27707,28769.5,22181.25,19780.25,19024.75,17040.5,32056,22181.25
451,29841.75,26031,27045,19835.25,17851.25,17888.25,16033.25,29841.75,19835.25
452,29412.5,24984.75,25197.5,18420,18076.5,16409.75,15865,29412.5,18420
453,28417.75,23928.75,24137,18949,18106.25,16195.75,15540.75,28417.75,18949
454,28595,22854.25,23183.5,18332.5,17761.75,16419,15474.25,28595,18332.5
455,27280.75,21857.5,21873.5,18090.75,17334.5,15931,15233.75,27280.75,18090.75
456,26096,22074.5,21699.5,17969.25,17272.25,15730.75,14915,26096,17969.25
457,24841.75,22476.5,21344,18314.25,17288.25,15627.25,14831.5,24841.75,18314.25
458,25101.75,22606.5,21303.5,18477.5,17134.75,15631,14853.5,25101.75,18477.5
459,24944.5,22612.75,21710.25,17832.5,17199.5,15568.25,14749,24944.5,17832.5
460,25592.25,22665.25,21858.5,17497,17130.25,15618.25,14745,25592.25,17497
461,28156.25,22717,22248,17490.75,17178.25,15621.75,14844.75,28156.25,17490.75
462,29151.25,23921.75,23886.75,17901.25,17134.5,17177.75,15319.25,29151.25,17901.25
463,30526,26249.25,26887.25,18289,17339,19447,16659.25,30526,18289
464,32153,28311,28803,17904,17946.25,19480.75,18575.75,32153,17904
465,31951,28031,27596.25,18357.75,17620,19847.5,16964,31951,18357.75
466,32585.5,27770.25,25797,18559.25,17624,18378,15951.75,32585.5,18559.25
467,32036.25,27910.75,24647,18803.25,17832.75,15892.75,15614.75,32036.25,18803.25
468,31462.25,25758.75,25250.75,18586,17330.5,17375.75,15385.25,31462.25,18586
469,31064.5,25725.5,24023.75,18454.25,17155.5,15767.75,15492.5,31064.5,18454.25
470,30364.5,25582.5,23773.5,18449.75,17676.75,15991.5,15595.75,30364.5,18449.75
471,29283,25468.75,23945,17936,17621.75,16133.5,16108.5,29283,17936
472,29324.75,25978.5,25749,19000.75,17718.75,17467.25,17001.25,29324.75,19000.75
473,32229.75,29210.75,27596,22252.75,19968.5,18654.75,16892,32229.75,22252.75
474,32167.25,29332.25,27568,22635,20478.75,18707,17637.75,32167.25,22635
475,31263.5,27249.5,25953.75,22039.25,19424,17865,16909.5,31263.5,22039.25
476,30341,26167.25,23985.25,19980.75,18003.25,16970.5,15426.75,30341,19980.75
477,28593,25174,22717.75,18225.5,17397.75,15984.75,15247.5,28593,18225.5
478,28314,24587,22480.25,18065.75,17513.5,15829.75,15669,28314,18065.75
479,28087.5,23827.5,22887.25,18460.5,17035,15872.25,14935.5,28087.5,18460.5
480,26737.5,23587,21610.25,21784,17023,15708.75,14673,26737.5,21784
481,25803.5,22703.75,21546,21580.75,16963.5,15537,14595,25803.5,21580.75
482,25915.5,22391.25,21511.25,20796.25,16927.75,15783.75,14201,25915.5,20796.25
483,25679,22207,21816.25,21027.75,16967.25,15701.25,13987,25679,21027.75
484,26132.75,22725.75,21869,20976,17162.25,15616.75,13821.25,26132.75,20976
485,26821.25,23275.25,21432,20827.75,17398.75,15640,14151.75,26821.25,20827.75
486,28320.25,24422.5,21436.5,21128.5,18315.75,16461.75,14473.75,28320.25,21128.5
487,30058.25,26736,21815.25,21194,21399,17256.75,17289.5,30058.25,21194
488,30772.25,29599.75,22894.5,21449,23913.25,19269.75,17929.25,30772.25,21449
489,30371.75,28754.25,23558.5,21639,22316.25,18315,17548,30371.75,21639
490,31061.75,28007,22944.5,21567.75,18874.25,16718,15952,31061.75,21567.75
491,30264.25,25471.25,22581.25,22529.25,17898.5,16148.25,15497.5,30264.25,22529.25
492,29713.5,24910.75,22346.75,23115.5,17355.5,16062.5,16801.25,29713.5,23115.5
493,29793.75,24925.75,22270.75,21697,17467,16216.75,15533.5,29793.75,21697
494,29879.5,24942,21830.75,21685.25,17932,16060,15423.5,29879.5,21685.25
495,29649.75,25701.5,21881,21510,17896,16502.25,16618,29649.75,21510
496,29389.75,26587.5,23862.25,21742,19895,18555.5,16507.25,29389.75,21742
497,32428.25,29442,25898.75,25377.25,22818.5,19722.75,17276.5,32428.25,25377.25
498,31548.25,27640.5,26267.75,25722.25,24097.25,19067,18825,31548.25,25722.25
499,30441,25328.75,24539.75,23690.25,20379,18170.75,18014,30441,23690.25
500,29166.5,24332,22589.5,21961.25,19400.75,17522.5,15599,29166.5,21961.25
501,28628,24660,21588.75,21370.75,19142.25,16323.25,14958,28628,21370.75
502,28234,24117.5,22051,21940,18256,16141.25,14862.25,28234,21940
503,27195,23445,21440.25,22537.25,18261,15968,14506,27195,22537.25
504,26104,22825.5,21244,17475,17878,15825,14390.75,26104,17475
505,24987.25,23245.25,21021,17479.5,17705,15546.5,14450.25,24987.25,17479.5
506,24783.25,23178,20592.5,17570.25,17356,15239.25,14603.25,24783.25,17570.25
507,24618,23601,20730.75,17384,17327,15387,14279,24618,17384
508,25212.5,23484.25,20418.75,17363.25,17315.25,15143,14258,25212.5,17363.25
509,25947,23902.25,20227.5,17500.75,17444.5,15109,14488,25947,17500.75
510,28235.5,25447.75,20115.25,18125.5,18605.5,15532.75,15399.5,28235.5,18125.5
511,29863.5,28586.25,20233.5,18530.5,21144.5,18352.5,16637.5,29863.5,18530.5
512,30450,29525.25,20825,20457.5,21281,20044.75,18530.5,30450,20457.5
513,30645.25,28730.25,22174,20300.25,21279.5,19770.25,17176.75,30645.25,20300.25
514,31080.5,27061.5,21861.5,19463,19894.25,18894,17061.75,31080.5,19463
515,31911.75,25869,21659,19136.5,18510,17245.75,16508.75,31911.75,19136.5
516,31417,25117.75,21545.75,19302.5,17881.5,16367.25,16608,31417,19302.5
517,31646,24149.5,21163.25,19377.75,17836.5,16093,15078.5,31646,19377.75
518,30731.5,24568.75,21108.5,19539.5,18061,16534.75,15185.5,30731.5,19539.5
519,29880.25,24441,21732.25,18618.5,18202,17196.25,15916.75,29880.25,18618.5
520,29970.25,24633,22991.5,19691.25,17741.25,18060.5,17132,29970.25,19691.25
521,30819.5,25189,25654,21775,19710.75,19288,18551,30819.5,21775
522,31912.25,25409.25,26434,21387.25,18779,19508.5,19061,31912.25,21387.25
523,30557.25,24395,25147.75,20533.75,18177.75,18813.75,17175.5,30557.25,20533.75
524,28881.5,23546.5,23216.5,18369.25,17970,17574,16224.25,28881.5,18369.25
525,28493.5,23117.5,22336.25,18080,17780.25,16132.75,15650.5,28493.5,18080
526,28674.25,22832.25,22625.25,17876.25,17755.75,16000.75,15751.25,28674.25,17876.25
527,27374.5,22691.75,21480,17976,17513.5,15817,15620.75,27374.5,17976
528,25842,22982.5,20878.75,18095.75,17312,15511,15147.25,25842,18095.75
529,25122.25,21329.75,20617.25,17449.5,17098.25,15426,15230.5,25122.25,17449.5
530,25052,21174.25,20755.75,17300.5,17128.5,15396.25,15359,25052,17300.5
531,25230.5,21059.5,21710.5,17441.5,17221.75,15365.75,15293,25230.5,17441.5
532,25270.25,20798.25,22120,17472,17165.75,15411.25,15297,25270.25,17472
533,25623,20780,22040.25,18085.25,17220.5,15353.75,15406.25,25623,18085.25
534,28057,20644.75,24028.25,18808,18186.25,16422.75,15433,28057,18808
535,29923.75,20996.25,26773.5,22975.25,20456,19025.75,15474.5,29923.75,22975.25
536,31291,22260.75,30016.25,23781.5,23896.75,19753.5,15649.25,31291,23781.5
537,31930.25,22582.75,29886,21990.75,22494.75,18765,16188,31930.25,21990.75
538,31148.75,23860.5,28641.5,21144.75,22781,17964.25,16096.75,31148.75,21144.75
539,31443,23618,26780,20674.5,21672.75,17735.5,16122.5,31443,20674.5
540,30141.5,22647.25,24736.75,19137,20528.75,15878.5,15854.5,30141.5,19137
541,28832.25,22245.75,24695.25,18320,20159,15819.5,15843,28832.25,18320
542,29002.25,21683.75,23782.25,18202.5,19415.25,16931,15891.75,29002.25,18202.5
543,28780.25,21834.75,24249,18609.25,18667.5,16925.75,16198.75,28780.25,18609.25
544,28832.75,21851.25,24065.75,17681.25,18642.5,17618,17419.25,28832.75,17681.25
545,31356,24115.5,27142.75,18008.25,21499.5,19917.25,19663.25,31356,18008.25
546,30511.25,24554.25,28034,18932.25,22447.25,20185.5,20088.5,30511.25,18932.25
547,29218.25,23426.75,26371.5,18429.5,19466.5,19672.75,19643.5,29218.25,18429.5
548,27649.25,22121.25,23933.5,17577.5,18328.75,17607.25,17288.75,27649.25,17577.5
549,27385.5,22436.25,23233.25,17235.5,18058.75,16444,16494,27385.5,17235.5
550,26995,22128.75,23217,17267.5,18008,15573.25,15924.75,26995,17267.5
551,25913.25,21525.75,22523.25,17041.5,17807.5,15572.5,15831,25913.25,17041.5
552,25431.5,20948.5,22337.5,17358,17334.5,15469.5,15618.75,25431.5,17358
553,24267.25,20956.25,21754.25,16871,17299.25,15378.75,15382,24267.25,16871
554,23571.75,20604,21824.75,16576.25,17393.75,15407.75,15529.5,23571.75,16576.25
555,22996.5,20445,21647,16127.75,17441.25,15506.25,15505.25,22996.5,16127.75
556,22754.25,20352,21721.25,16396.75,17513.75,15483.25,15462.5,22754.25,16396.75
557,22906.5,20758.75,21783,16785.75,17371.25,15493,15463,22906.5,16785.75
558,23613.5,20788.5,23584.25,18802.5,18717.75,15961,15155.75,23613.5,18802.5
559,24325.25,20631.5,25341,21383.25,20121.25,17478.75,15342.75,24325.25,21383.25
560,24588.5,21198.75,27684.5,22104.5,23584.25,20210.75,15592.75,24588.5,22104.5
561,25456.75,21547.75,27893,21127.25,23618.5,19710,15356,25456.75,21127.25
562,26492.25,21566.25,27945.25,20202,21067.75,18033.75,15475.5,26492.25,20202
563,26666,22303,25804.25,19121.5,19840.5,18083.75,16422.25,26666,19121.5
564,26159.5,22132.75,24930,17487,19316.25,16883.25,16335,26159.5,17487
565,25210.5,21586.75,25516.25,17698.25,19860,16224.75,15908,25210.5,17698.25
566,24663.5,21926.25,24492.5,17931.75,19343.75,16455.25,15564.25,24663.5,17931.75
567,25111,20950.5,24220,18271,18433,17068,15709.75,25111,18271
568,25858,21236.5,24179.25,17851.75,18914.5,17835.75,15956,25858,17851.75
569,27262.75,22171.25,27727,19433,22073.5,19832,18179.5,27262.75,19433
570,26662,23275.75,27877.5,18959.25,21524.75,18918.75,19178.25,26662,18959.25
571,25237.75,22162.75,26116.75,17999.5,20114.5,18885,18697.5,25237.75,17999.5
572,24369.25,21917.75,23885,17611.25,18526.25,17032.5,16705,24369.25,17611.25
573,24255.5,20774,23154,17433.5,18133,16067.75,15806.5,24255.5,17433.5
574,24989.75,21261.25,22732.75,17475.75,17611.75,16165.5,15658.75,24989.75,17475.75
575,24071.25,20655.75,22017,17274.75,17542.5,15958.5,15538.75,24071.25,17274.75
576,23718.25,20493.75,22161.75,17385,17519.25,16074,15370.5,23718.25,17385
577,22472.5,20177.25,22159.25,16418,17420.25,15796.75,15503.5,22472.5,16418
578,22247.25,20039.75,22072.5,16316.75,17333.25,15794,15541.75,22247.25,16316.75
579,22288.75,19588.25,22134.75,16174.75,17374.75,15712,15517.75,22288.75,16174.75
580,22130.75,19847.5,22329.25,16736.25,17385,15751.5,15464.5,22130.75,16736.25
581,21667.25,20955.5,22764.5,17108.75,17406.75,15710,15605,21667.25,17108.75
582,21993.75,23065.25,24064,17747.5,18910.75,15791.75,16716.5,21993.75,17747.5
583,22257.75,25821.75,26757.25,18828.25,21379.75,15965,18048.25,22257.75,18828.25
584,22902.5,27083.75,27815.5,18242.75,22658.5,17010.75,18982.5,22902.5,18242.75
585,24319.75,26329.5,28270.75,17887.5,22080,18673.5,19162,24319.75,17887.5
586,24633.5,24920,27685,18031.5,22510.5,19464.75,18718.5,24633.5,18031.5
