hour_of_year;2015;2016;2017;2018;2019;2020
7511;68;90;108;111;91;73
7512;68;90;108;111;91;73
7513;68;90;108;111;91;73
7514;68;90;108;111;91;73
7515;68;90;108;111;91;73
7516;68;90;108;111;91;73
7517;68;90;108;111;91;73
7518;68;90;108;111;91;73
7519;68;90;108;111;91;73
7520;68;90;108;111;91;73
7521;68;90;108;111;91;73
7522;68;90;108;111;91;73
7523;68;90;108;111;91;73
7524;68;90;108;111;91;73
7525;68;90;108;111;91;73
7526;68;90;108;111;91;73
7527;68;90;108;111;91;73
7528;68;90;108;111;91;73
7529;68;90;108;111;91;73
7530;68;90;108;111;91;73
7531;68;90;108;111;91;73
7532;68;90;108;111;91;73
7533;68;90;108;111;91;73
7534;68;90;108;111;91;73
7535;68;90;108;111;91;73
7536;68;90;108;111;91;73
7537;68;90;108;111;91;73
7538;68;90;108;111;91;73
7539;68;90;108;111;91;73
7540;68;90;108;111;91;73
7541;68;90;108;111;91;73
7542;68;90;108;111;91;73
7543;68;90;108;111;91;73
7544;68;90;108;111;91;73
7545;68;90;108;111;91;73
7546;68;90;108;111;91;73
7547;68;90;108;111;91;73
7548;68;90;108;111;91;73
7549;68;90;108;111;91;73
7550;68;90;108;111;91;73
7551;68;90;108;111;91;73
7552;68;90;108;111;91;73
7553;68;90;108;111;91;73
7554;68;90;108;111;91;73
7555;68;90;108;111;91;73
7556;68;90;108;111;91;73
7557;68;90;108;111;91;73
7558;68;90;108;111;91;73
7559;68;90;108;111;91;73
7560;68;90;108;111;91;73
7561;68;90;108;111;91;73
7562;68;90;108;111;91;73
7563;68;90;108;111;91;73
7564;68;90;108;111;91;73
7565;68;90;108;111;91;73
7566;68;90;108;111;91;73
7567;68;90;108;111;91;73
7568;68;90;108;111;91;73
7569;68;90;108;111;91;73
7570;68;90;108;111;91;73
7571;68;90;108;111;91;73
7572;68;90;108;111;91;73
7573;68;90;108;111;91;73
7574;68;90;108;111;91;73
7575;68;90;108;111;91;73
7576;68;90;108;111;91;73
7577;68;90;108;111;91;73
7578;68;90;108;111;91;73
7579;68;90;108;111;91;73
7580;68;90;108;111;91;73
7581;68;90;108;111;91;73
7582;68;90;108;111;91;73
7583;68;90;108;111;91;73
7584;68;90;108;111;91;73
7585;68;90;108;111;91;73
7586;68;90;108;111;91;73
7587;68;90;108;111;91;73
7588;68;90;108;111;91;73
7589;68;90;108;111;91;73
7590;68;90;108;111;91;73
7591;68;90;108;111;91;73
7592;68;90;108;111;91;73
7593;68;90;108;111;91;73
7594;68;90;108;111;91;73
7595;68;90;108;111;91;73
7596;68;90;108;111;91;73
7597;68;90;108;111;91;73
7598;68;90;108;111;91;73
7599;68;90;108;111;91;73
7600;68;90;108;111;91;73
7601;68;90;108;111;91;73
7602;68;90;108;111;91;73
7603;68;90;108;111;91;73
7604;68;90;108;111;91;73
7605;68;90;108;111;91;73
7606;68;90;108;111;91;73
7607;68;90;108;111;91;73
7608;68;90;108;111;91;73
7609;68;90;108;111;91;73
7610;68;90;108;111;91;73
7611;68;90;108;111;91;73
7612;68;90;108;111;91;73
7613;68;90;108;111;91;73
7614;68;90;108;111;91;73
7615;68;90;108;111;91;73
7616;68;90;108;111;91;73
7617;68;90;108;111;91;73
7618;68;90;108;111;91;73
7619;68;90;108;111;91;73
7620;68;90;108;111;91;73
7621;68;90;108;111;91;73
7622;68;90;108;111;91;73
7623;68;90;108;111;91;73
7624;68;90;108;111;91;73
7625;68;90;108;111;91;73
7626;68;90;108;111;91;73
7627;68;90;108;111;91;73
7628;68;90;108;111;91;73
7629;68;90;108;111;91;73
7630;68;90;108;111;91;73
7631;68;90;108;111;91;73
7632;68;90;108;111;91;73
7633;68;90;108;111;91;73
7634;68;90;108;111;91;73
7635;68;90;108;111;91;73
7636;68;90;108;111;91;73
7637;68;90;108;111;91;73
7638;68;90;108;111;91;73
7639;68;90;108;111;91;73
7640;68;90;108;111;91;73
7641;68;90;108;111;91;73
7642;68;90;108;111;91;73
7643;68;90;108;111;91;73
7644;68;90;108;111;91;73
7645;68;90;108;111;91;73
7646;68;90;108;111;91;73
7647;68;90;108;111;91;73
7648;68;90;108;111;91;73
7649;68;90;108;111;91;73
7650;68;90;108;111;91;73
7651;68;90;108;111;91;73
7652;68;90;108;111;91;73
7653;68;90;108;111;91;73
7654;68;90;108;111;91;73
7655;68;90;108;111;91;73
7656;68;90;108;111;91;73
7657;68;90;108;111;91;73
7658;68;90;108;111;91;73
7659;68;90;108;111;91;73
7660;68;90;108;111;91;73
7661;68;90;108;111;91;73
7662;68;90;108;111;91;73
7663;68;90;108;111;91;73
7664;68;90;108;111;91;73
7665;68;90;108;111;91;73
7666;68;90;108;111;91;73
7667;68;90;108;111;91;73
7668;68;90;108;111;91;73
7669;68;90;108;111;91;73
7670;68;90;108;111;91;73
7671;68;90;108;111;91;73
7672;68;90;108;111;91;73
7673;68;90;108;111;91;73
7674;68;90;108;111;91;73
7675;68;90;108;111;91;73
7676;68;90;108;111;91;73
7677;68;90;108;111;91;73
7678;68;90;108;111;91;73
7679;68;90;108;111;91;73
7680;68;90;108;111;91;73
7681;68;90;108;111;91;73
7682;68;90;108;111;91;73
7683;68;90;108;111;91;73
7684;68;90;108;111;91;73
7685;68;90;108;111;91;73
7686;68;90;108;111;91;73
7687;68;90;108;111;91;73
7688;68;90;108;111;91;73
7689;68;90;108;111;91;73
7690;68;90;108;111;91;73
7691;68;90;108;111;91;73
7692;68;90;108;111;91;73
7693;68;90;108;111;91;73
7694;68;90;108;111;91;73
7695;68;90;108;111;91;73
7696;68;90;108;111;91;73
7697;68;90;108;111;91;73
7698;68;90;108;111;91;73
7699;68;90;108;111;91;73
7700;68;90;108;111;91;73
7701;68;90;108;111;91;73
7702;68;90;108;111;91;73
7703;68;90;108;111;91;73
7704;68;90;108;111;91;73
7705;68;90;108;111;91;73
7706;68;90;108;111;91;73
7707;68;90;108;111;91;73
7708;68;90;108;111;91;73
7709;68;90;108;111;91;73
7710;68;90;108;111;91;73
7711;68;90;108;111;91;73
7712;68;90;108;111;91;73
7713;68;90;108;111;91;73
7714;68;90;108;111;91;73
7715;68;90;108;111;91;73
7716;68;90;108;111;91;73
7717;68;90;108;111;91;73
7718;68;90;108;111;91;73
7719;68;90;108;111;91;73
7720;68;90;108;111;91;73
7721;68;90;108;111;91;73
7722;68;90;108;111;91;73
7723;68;90;108;111;91;73
7724;68;90;108;111;91;73
7725;68;90;108;111;91;73
7726;68;90;108;111;91;73
7727;68;90;108;111;91;73
7728;68;90;108;111;91;73
7729;68;90;108;111;91;73
7730;68;90;108;111;91;73
7731;68;90;108;111;91;73
7732;68;90;108;111;91;73
7733;68;90;108;111;91;73
7734;68;90;108;111;91;73
7735;68;90;108;111;91;73
7736;68;90;108;111;91;73
7737;68;90;108;111;91;73
7738;68;90;108;111;91;73
7739;68;90;108;111;91;73
7740;68;90;108;111;91;73
7741;68;90;108;111;91;73
7742;68;90;108;111;91;73
7743;68;90;108;111;91;73
7744;68;90;108;111;91;73
7745;68;90;108;111;91;73
7746;68;90;108;111;91;73
7747;68;90;108;111;91;73
7748;68;90;108;111;91;73
7749;68;90;108;111;91;73
7750;68;90;108;111;91;73
7751;68;90;108;111;91;73
7752;68;90;108;111;91;73
7753;68;90;108;111;91;73
7754;68;90;108;111;91;73
7755;68;90;108;111;91;73
7756;68;90;108;111;91;73
7757;68;90;108;111;91;73
7758;68;90;108;111;91;73
7759;68;90;108;111;91;73
7760;68;90;108;111;91;73
7761;68;90;108;111;91;73
7762;68;90;108;111;91;73
7763;68;90;108;111;91;73
7764;68;90;108;111;91;73
7765;68;90;108;111;91;73
7766;68;90;108;111;91;73
7767;68;90;108;111;91;73
7768;68;90;108;111;91;73
7769;68;90;108;111;91;73
7770;68;90;108;111;91;73
7771;68;90;108;111;91;73
7772;68;90;108;111;91;73
7773;68;90;108;111;91;73
7774;68;90;108;111;91;73
7775;68;90;108;111;91;73
7776;68;90;108;111;91;73
7777;68;90;108;111;91;73
7778;68;90;108;111;91;73
7779;68;90;108;111;91;73
7780;68;90;108;111;91;73
7781;68;90;108;111;91;73
7782;68;90;108;111;91;73
7783;68;90;108;111;91;73
7784;68;90;108;111;91;73
7785;68;90;108;111;91;73
7786;68;90;108;111;91;73
7787;68;90;108;111;91;73
7788;68;90;108;111;91;73
7789;68;90;108;111;91;73
7790;68;90;108;111;91;73
7791;68;90;108;111;91;73
7792;68;90;108;111;91;73
7793;68;90;108;111;91;73
7794;68;90;108;111;91;73
7795;68;90;108;111;91;73
7796;68;90;108;111;91;73
7797;68;90;108;111;91;73
7798;68;90;108;111;91;73
7799;68;90;108;111;91;73
7800;68;90;108;111;91;73
7801;68;90;108;111;91;73
7802;68;90;108;111;91;73
7803;68;90;108;111;91;73
7804;68;90;108;111;91;73
7805;68;90;108;111;91;73
7806;68;90;108;111;91;73
7807;68;90;108;111;91;73
7808;68;90;108;111;91;73
7809;68;90;108;111;91;73
7810;68;90;108;111;91;73
7811;68;90;108;111;91;73
7812;68;90;108;111;91;73
7813;68;90;108;111;91;73
7814;68;90;108;111;91;73
7815;68;90;108;111;91;73
7816;68;90;108;111;91;73
7817;68;90;108;111;91;73
7818;68;90;108;111;91;73
7819;68;90;108;111;91;73
7820;68;90;108;111;91;73
7821;68;90;108;111;91;73
7822;68;90;108;111;91;73
7823;68;90;108;111;91;73
7824;68;90;108;111;91;73
7825;68;90;108;111;91;73
7826;68;90;108;111;91;73
7827;68;90;108;111;91;73
7828;68;90;108;111;91;73
7829;68;90;108;111;91;73
7830;68;90;108;111;91;73
7831;68;90;108;111;91;73
7832;68;90;108;111;91;73
7833;68;90;108;111;91;73
7834;68;90;108;111;91;73
7835;68;90;108;111;91;73
7836;68;90;108;111;91;73
7837;68;90;108;111;91;73
7838;68;90;108;111;91;73
7839;68;90;108;111;91;73
7840;68;90;108;111;91;73
7841;68;90;108;111;91;73
7842;68;90;108;111;91;73
7843;68;90;108;111;91;73
7844;68;90;108;111;91;73
7845;68;90;108;111;91;73
7846;68;90;108;111;91;73
7847;68;90;108;111;91;73
7848;68;90;108;111;91;73
7849;68;90;108;111;91;73
7850;68;90;108;111;91;73
7851;68;90;108;111;91;73
7852;68;90;108;111;91;73
7853;68;90;108;111;91;73
7854;68;90;108;111;91;73
7855;68;90;108;111;91;73
7856;68;90;108;111;91;73
7857;68;90;108;111;91;73
7858;68;90;108;111;91;73
7859;68;90;108;111;91;73
7860;68;90;108;111;91;73
7861;68;90;108;111;91;73
7862;68;90;108;111;91;73
7863;68;90;108;111;91;73
7864;68;90;108;111;91;73
7865;68;90;108;111;91;73
7866;68;90;108;111;91;73
7867;68;90;108;111;91;73
7868;68;90;108;111;91;73
7869;68;90;108;111;91;73
7870;68;90;108;111;91;73
7871;68;90;108;111;91;73
7872;68;90;108;111;91;73
7873;68;90;108;111;91;73
7874;68;90;108;111;91;73
7875;68;90;108;111;91;73
7876;68;90;108;111;91;73
7877;68;90;108;111;91;73
7878;68;90;108;111;91;73
7879;68;90;108;111;91;73
7880;68;90;108;111;91;73
7881;68;90;108;111;91;73
7882;68;90;108;111;91;73
7883;68;90;108;111;91;73
7884;68;90;108;111;91;73
7885;68;90;108;111;91;73
7886;68;90;108;111;91;73
7887;68;90;108;111;91;73
7888;68;90;108;111;91;73
7889;68;90;108;111;91;73
7890;68;90;108;111;91;73
7891;68;90;108;111;91;73
7892;68;90;108;111;91;73
7893;68;90;108;111;91;73
7894;68;90;108;111;91;73
7895;68;90;108;111;91;73
7896;68;90;108;111;91;73
7897;68;90;108;111;91;73
7898;68;90;108;111;91;73
7899;68;90;108;111;91;73
7900;68;90;108;111;91;73
7901;68;90;108;111;91;73
7902;68;90;108;111;91;73
7903;68;90;108;111;91;73
7904;68;90;108;111;91;73
7905;68;90;108;111;91;73
7906;68;90;108;111;91;73
7907;68;90;108;111;91;73
7908;68;90;108;111;91;73
7909;68;90;108;111;91;73
7910;68;90;108;111;91;73
7911;68;90;108;111;91;73
7912;68;90;108;111;91;73
7913;68;90;108;111;91;73
7914;68;90;108;111;91;73
7915;68;90;108;111;91;73
7916;68;90;108;111;91;73
7917;68;90;108;111;91;73
7918;68;90;108;111;91;73
7919;68;90;108;111;91;73
7920;68;90;108;111;91;73
7921;68;90;108;111;91;73
7922;68;90;108;111;91;73
7923;68;90;108;111;91;73
7924;68;90;108;111;91;73
7925;68;90;108;111;91;73
7926;68;90;108;111;91;73
7927;68;90;108;111;91;73
7928;68;90;108;111;91;73
7929;68;90;108;111;91;73
7930;68;90;108;111;91;73
7931;68;90;108;111;91;73
7932;68;90;108;111;91;73
7933;68;90;108;111;91;73
7934;68;90;108;111;91;73
7935;68;90;108;111;91;73
7936;68;90;108;111;91;73
7937;68;90;108;111;91;73
7938;68;90;108;111;91;73
7939;68;90;108;111;91;73
7940;68;90;108;111;91;73
7941;68;90;108;111;91;73
7942;68;90;108;111;91;73
7943;68;90;108;111;91;73
7944;68;90;108;111;91;73
7945;68;90;108;111;91;73
7946;68;90;108;111;91;73
7947;68;90;108;111;91;73
7948;68;90;108;111;91;73
7949;68;90;108;111;91;73
7950;68;90;108;111;91;73
7951;68;90;108;111;91;73
7952;68;90;108;111;91;73
7953;68;90;108;111;91;73
7954;68;90;108;111;91;73
7955;68;90;108;111;91;73
7956;68;90;108;111;91;73
7957;68;90;108;111;91;73
7958;68;90;108;111;91;73
7959;68;90;108;111;91;73
7960;68;90;108;111;91;73
7961;68;90;108;111;91;73
7962;68;90;108;111;91;73
7963;68;90;108;111;91;73
7964;68;90;108;111;91;73
7965;68;90;108;111;91;73
7966;68;90;108;111;91;73
7967;68;90;108;111;91;73
7968;68;90;108;111;91;73
7969;68;90;108;111;91;73
7970;68;90;108;111;91;73
7971;68;90;108;111;91;73
7972;68;90;108;111;91;73
7973;68;90;108;111;91;73
7974;68;90;108;111;91;73
7975;68;90;108;111;91;73
7976;68;90;108;111;91;73
7977;68;90;108;111;91;73
7978;68;90;108;111;91;73
7979;68;90;108;111;91;73
7980;68;90;108;111;91;73
7981;68;90;108;111;91;73
7982;68;90;108;111;91;73
7983;68;90;108;111;91;73
7984;68;90;108;111;91;73
7985;68;90;108;111;91;73
7986;68;90;108;111;91;73
7987;68;90;108;111;91;73
7988;68;90;108;111;91;73
7989;68;90;108;111;91;73
7990;68;90;108;111;91;73
7991;68;90;108;111;91;73
7992;68;90;108;111;89.66666667;73
7993;68;90;108;111;89.66666667;73
7994;68;90;108;111;89.66666667;73
7995;68;90;108;111;89.66666667;73
7996;68;90;108;111;89.66666667;73
7997;68;90;108;111;89.66666667;73
7998;68;90;108;111;89.66666667;73
7999;68;90;108;111;89.66666667;73
8000;68;90;108;111;89.66666667;73
8001;68;90;108;111;89.66666667;73
8002;68;90;108;111;89.66666667;73
8003;68;90;108;111;89.66666667;73
8004;68;90;108;111;89.66666667;73
8005;68;90;108;111;89.66666667;73
8006;68;90;108;111;89.66666667;73
8007;68;90;108;111;89.66666667;73
8008;68;90;108;111;89.66666667;73
8009;68;90;108;111;89.66666667;73
8010;68;90;108;111;89.66666667;73
8011;68;90;108;111;89.66666667;73
8012;68;90;108;111;89.66666667;73
8013;68;90;108;111;89.66666667;73
8014;68;90;108;111;89.66666667;73
8015;68;90;108;111;89.66666667;73
8016;66;90;105;112;88.33333333;73
8017;66;90;105;112;88.33333333;73
8018;66;90;105;112;88.33333333;73
8019;66;90;105;112;88.33333333;73
8020;66;90;105;112;88.33333333;73
8021;66;90;105;112;88.33333333;73
8022;66;90;105;112;88.33333333;73
8023;66;90;105;112;88.33333333;73
8024;66;90;105;112;88.33333333;73
8025;66;90;105;112;88.33333333;73
8026;66;90;105;112;88.33333333;73
8027;66;90;105;112;88.33333333;73
8028;66;90;105;112;88.33333333;73
8029;66;90;105;112;88.33333333;73
8030;66;90;105;112;88.33333333;73
8031;66;90;105;112;88.33333333;73
8032;66;90;105;112;88.33333333;73
8033;66;90;105;112;88.33333333;73
8034;66;90;105;112;88.33333333;73
8035;66;90;105;112;88.33333333;73
8036;66;90;105;112;88.33333333;73
8037;66;90;105;112;88.33333333;73
8038;66;90;105;112;88.33333333;73
8039;66;90;105;112;88.33333333;73
8040;66;97;105;113;87;74
8041;66;97;105;113;87;74
8042;66;97;105;113;87;74
8043;66;97;105;113;87;74
8044;66;97;105;113;87;74
8045;66;97;105;113;87;74
8046;66;97;105;113;87;74
8047;66;97;105;113;87;74
8048;66;97;105;113;87;74
8049;66;97;105;113;87;74
8050;66;97;105;113;87;74
8051;66;97;105;113;87;74
8052;66;97;105;113;87;74
8053;66;97;105;113;87;74
8054;66;97;105;113;87;74
8055;66;97;105;113;87;74
8056;66;97;105;113;87;74
8057;66;97;105;113;87;74
8058;66;97;105;113;87;74
8059;66;97;105;113;87;74
8060;66;97;105;113;87;74
8061;66;97;105;113;87;74
8062;66;97;105;113;87;74
8063;66;97;105;113;87;74
8064;66;97;105;114;87;74
8065;66;97;105;114;87;74
8066;66;97;105;114;87;74
8067;66;97;105;114;87;74
8068;66;97;105;114;87;74
8069;66;97;105;114;87;74
8070;66;97;105;114;87;74
8071;66;97;105;114;87;74
8072;66;97;105;114;87;74
8073;66;97;105;114;87;74
8074;66;97;105;114;87;74
8075;66;97;105;114;87;74
8076;66;97;105;114;87;74
8077;66;97;105;114;87;74
8078;66;97;105;114;87;74
8079;66;97;105;114;87;74
8080;66;97;105;114;87;74
8081;66;97;105;114;87;74
8082;66;97;105;114;87;74
8083;66;97;105;114;87;74
8084;66;97;105;114;87;74
8085;66;97;105;114;87;74
8086;66;97;105;114;87;74
8087;66;97;105;114;87;74
8088;66;97;105;114;87;74
8089;66;97;105;114;87;74
8090;66;97;105;114;87;74
8091;66;97;105;114;87;74
8092;66;97;105;114;87;74
8093;66;97;105;114;87;74
8094;66;97;105;114;87;74
8095;66;97;105;114;87;74
8096;66;97;105;114;87;74
8097;66;97;105;114;87;74
8098;66;97;105;114;87;74
8099;66;97;105;114;87;74
8100;66;97;105;114;87;74
8101;66;97;105;114;87;74
8102;66;97;105;114;87;74
8103;66;97;105;114;87;74
8104;66;97;105;114;87;74
8105;66;97;105;114;87;74
8106;66;97;105;114;87;74
8107;66;97;105;114;87;74
8108;66;97;105;114;87;74
8109;66;97;105;114;87;74
8110;66;97;105;114;87;74
8111;66;97;105;114;87;74
8112;66;97;105;114;87;74
8113;66;97;105;114;87;74
8114;66;97;105;114;87;74
8115;66;97;105;114;87;74
8116;66;97;105;114;87;74
8117;66;97;105;114;87;74
8118;66;97;105;114;87;74
8119;66;97;105;114;87;74
8120;66;97;105;114;87;74
8121;66;97;105;114;87;74
8122;66;97;105;114;87;74
8123;66;97;105;114;87;74
8124;66;97;105;114;87;74
8125;66;97;105;114;87;74
8126;66;97;105;114;87;74
8127;66;97;105;114;87;74
8128;66;97;105;114;87;74
8129;66;97;105;114;87;74
8130;66;97;105;114;87;74
8131;66;97;105;114;87;74
8132;66;97;105;114;87;74
8133;66;97;105;114;87;74
8134;66;97;105;114;87;74
8135;66;97;105;114;87;74
8136;66;97;105;114;87;74
8137;66;97;105;114;87;74
8138;66;97;105;114;87;74
8139;66;97;105;114;87;74
8140;66;97;105;114;87;74
8141;66;97;105;114;87;74
8142;66;97;105;114;87;74
8143;66;97;105;114;87;74
8144;66;97;105;114;87;74
8145;66;97;105;114;87;74
8146;66;97;105;114;87;74
8147;66;97;105;114;87;74
8148;66;97;105;114;87;74
8149;66;97;105;114;87;74
8150;66;97;105;114;87;74
8151;66;97;105;114;87;74
8152;66;97;105;114;87;74
8153;66;97;105;114;87;74
8154;66;97;105;114;87;74
8155;66;97;105;114;87;74
8156;66;97;105;114;87;74
8157;66;97;105;114;87;74
8158;66;97;105;114;87;74
8159;66;97;105;114;87;74
8160;66;97;105;114;87;74
8161;66;97;105;114;87;74
8162;66;97;105;114;87;74
8163;66;97;105;114;87;74
8164;66;97;105;114;87;74
8165;66;97;105;114;87;74
8166;66;97;105;114;87;74
8167;66;97;105;114;87;74
8168;66;97;105;114;87;74
8169;66;97;105;114;87;74
8170;66;97;105;114;87;74
8171;66;97;105;114;87;74
8172;66;97;105;114;87;74
8173;66;97;105;114;87;74
8174;66;97;105;114;87;74
8175;66;97;105;114;87;74
8176;66;97;105;114;87;74
8177;66;97;105;114;87;74
8178;66;97;105;114;87;74
8179;66;97;105;114;87;74
8180;66;97;105;114;87;74
8181;66;97;105;114;87;74
8182;66;97;105;114;87;74
8183;66;97;105;114;87;74
8184;66;97;105;114;87;74
8185;66;97;105;114;87;74
8186;66;97;105;114;87;74
8187;66;97;105;114;87;74
8188;66;97;105;114;87;74
8189;66;97;105;114;87;74
8190;66;97;105;114;87;74
8191;66;97;105;114;87;74
8192;66;97;105;114;87;74
8193;66;97;105;114;87;74
8194;66;97;105;114;87;74
8195;66;97;105;114;87;74
8196;66;97;105;114;87;74
8197;66;97;105;114;87;74
8198;66;97;105;114;87;74
8199;66;97;105;114;87;74
8200;66;97;105;114;87;74
8201;66;97;105;114;87;74
8202;66;97;105;114;87;74
8203;66;97;105;114;87;74
8204;66;97;105;114;87;74
8205;66;97;105;114;87;74
8206;66;97;105;114;87;74
8207;66;97;105;114;87;74
8208;66;97;105;114;87;74
8209;66;97;105;114;87;74
8210;66;97;105;114;87;74
8211;66;97;105;114;87;74
8212;66;97;105;114;87;74
8213;66;97;105;114;87;74
8214;66;97;105;114;87;74
8215;66;97;105;114;87;74
8216;66;97;105;114;87;74
8217;66;97;105;114;87;74
8218;66;97;105;114;87;74
8219;66;97;105;114;87;74
8220;66;97;105;114;87;74
8221;66;97;105;114;87;74
8222;66;97;105;114;87;74
8223;66;97;105;114;87;74
8224;66;97;105;114;87;74
8225;66;97;105;114;87;74
8226;66;97;105;114;87;74
8227;66;97;105;114;87;74
8228;66;97;105;114;87;74
8229;66;97;105;114;87;74
8230;66;97;105;114;87;74
8231;66;97;105;114;87;74
8232;66;97;105;114;87;74
8233;66;97;105;114;87;74
8234;66;97;105;114;87;74
8235;66;97;105;114;87;74
8236;66;97;105;114;87;74
8237;66;97;105;114;87;74
8238;66;97;105;114;87;74
8239;66;97;105;114;87;74
8240;66;97;105;114;87;74
8241;66;97;105;114;87;74
8242;66;97;105;114;87;74
8243;66;97;105;114;87;74
8244;66;97;105;114;87;74
8245;66;97;105;114;87;74
8246;66;97;105;114;87;74
8247;66;97;105;114;87;74
8248;66;97;105;114;87;74
8249;66;97;105;114;87;74
8250;66;97;105;114;87;74
8251;66;97;105;114;87;74
8252;66;97;105;114;87;74
8253;66;97;105;114;87;74
8254;66;97;105;114;87;74
8255;66;97;105;114;87;74
8256;66;97;105;114;87;74
8257;66;97;105;114;87;74
8258;66;97;105;114;87;74
8259;66;97;105;114;87;74
8260;66;97;105;114;87;74
8261;66;97;105;114;87;74
8262;66;97;105;114;87;74
8263;66;97;105;114;87;74
