hour_of_year;2015;2016;2017;2018;2019;2020
6589;68;73.33333333;103;119;102;70
6590;68;73.33333333;103;119;102;70
6591;68;73.33333333;103;119;102;70
6592;68;73.33333333;103;119;102;70
6593;68;73.33333333;103;119;102;70
6594;68;73.33333333;103;119;102;70
6595;68;73.33333333;103;119;102;70
6596;68;73.33333333;103;119;102;70
6597;68;73.33333333;103;119;102;70
6598;68;73.33333333;103;119;102;70
6599;68;73.33333333;103;119;102;70
6600;68;79.66666667;103;119;102;70
6601;68;79.66666667;103;119;102;70
6602;68;79.66666667;103;119;102;70
6603;68;79.66666667;103;119;102;70
6604;68;79.66666667;103;119;102;70
6605;68;79.66666667;103;119;102;70
6606;68;79.66666667;103;119;102;70
6607;68;79.66666667;103;119;102;70
6608;68;79.66666667;103;119;102;70
6609;68;79.66666667;103;119;102;70
6610;68;79.66666667;103;119;102;70
6611;68;79.66666667;103;119;102;70
6612;68;79.66666667;103;119;102;70
6613;68;79.66666667;103;119;102;70
6614;68;79.66666667;103;119;102;70
6615;68;79.66666667;103;119;102;70
6616;68;79.66666667;103;119;102;70
6617;68;79.66666667;103;119;102;70
6618;68;79.66666667;103;119;102;70
6619;68;79.66666667;103;119;102;70
6620;68;79.66666667;103;119;102;70
6621;68;79.66666667;103;119;102;70
6622;68;79.66666667;103;119;102;70
6623;68;79.66666667;103;119;102;70
6624;68;86;103;119;102;70
6625;68;86;103;119;102;70
6626;68;86;103;119;102;70
6627;68;86;103;119;102;70
6628;68;86;103;119;102;70
6629;68;86;103;119;102;70
6630;68;86;103;119;102;70
6631;68;86;103;119;102;70
6632;68;86;103;119;102;70
6633;68;86;103;119;102;70
6634;68;86;103;119;102;70
6635;68;86;103;119;102;70
6636;68;86;103;119;102;70
6637;68;86;103;119;102;70
6638;68;86;103;119;102;70
6639;68;86;103;119;102;70
6640;68;86;103;119;102;70
6641;68;86;103;119;102;70
6642;68;86;103;119;102;70
6643;68;86;103;119;102;70
6644;68;86;103;119;102;70
6645;68;86;103;119;102;70
6646;68;86;103;119;102;70
6647;68;86;103;119;102;70
6648;68;86;103;119;102;70
6649;68;86;103;119;102;70
6650;68;86;103;119;102;70
6651;68;86;103;119;102;70
6652;68;86;103;119;102;70
6653;68;86;103;119;102;70
6654;68;86;103;119;102;70
6655;68;86;103;119;102;70
6656;68;86;103;119;102;70
6657;68;86;103;119;102;70
6658;68;86;103;119;102;70
6659;68;86;103;119;102;70
6660;68;86;103;119;102;70
6661;68;86;103;119;102;70
6662;68;86;103;119;102;70
6663;68;86;103;119;102;70
6664;68;86;103;119;102;70
6665;68;86;103;119;102;70
6666;68;86;103;119;102;70
6667;68;86;103;119;102;70
6668;68;86;103;119;102;70
6669;68;86;103;119;102;70
6670;68;86;103;119;102;70
6671;68;86;103;119;102;70
6672;68;86;103;119;102;70
6673;68;86;103;119;102;70
6674;68;86;103;119;102;70
6675;68;86;103;119;102;70
6676;68;86;103;119;102;70
6677;68;86;103;119;102;70
6678;68;86;103;119;102;70
6679;68;86;103;119;102;70
6680;68;86;103;119;102;70
6681;68;86;103;119;102;70
6682;68;86;103;119;102;70
6683;68;86;103;119;102;70
6684;68;86;103;119;102;70
6685;68;86;103;119;102;70
6686;68;86;103;119;102;70
6687;68;86;103;119;102;70
6688;68;86;103;119;102;70
6689;68;86;103;119;102;70
6690;68;86;103;119;102;70
6691;68;86;103;119;102;70
6692;68;86;103;119;102;70
6693;68;86;103;119;102;70
6694;68;86;103;119;102;70
6695;68;86;103;119;102;70
6696;68;86;103;119;102;70
6697;68;86;103;119;102;70
6698;68;86;103;119;102;70
6699;68;86;103;119;102;70
6700;68;86;103;119;102;70
6701;68;86;103;119;102;70
6702;68;86;103;119;102;70
6703;68;86;103;119;102;70
6704;68;86;103;119;102;70
6705;68;86;103;119;102;70
6706;68;86;103;119;102;70
6707;68;86;103;119;102;70
6708;68;86;103;119;102;70
6709;68;86;103;119;102;70
6710;68;86;103;119;102;70
6711;68;86;103;119;102;70
6712;68;86;103;119;102;70
6713;68;86;103;119;102;70
6714;68;86;103;119;102;70
6715;68;86;103;119;102;70
6716;68;86;103;119;102;70
6717;68;86;103;119;102;70
6718;68;86;103;119;102;70
6719;68;86;103;119;102;70
6720;68;86;103;119;102;70
6721;68;86;103;119;102;70
6722;68;86;103;119;102;70
6723;68;86;103;119;102;70
6724;68;86;103;119;102;70
6725;68;86;103;119;102;70
6726;68;86;103;119;102;70
6727;68;86;103;119;102;70
6728;68;86;103;119;102;70
6729;68;86;103;119;102;70
6730;68;86;103;119;102;70
6731;68;86;103;119;102;70
6732;68;86;103;119;102;70
6733;68;86;103;119;102;70
6734;68;86;103;119;102;70
6735;68;86;103;119;102;70
6736;68;86;103;119;102;70
6737;68;86;103;119;102;70
6738;68;86;103;119;102;70
6739;68;86;103;119;102;70
6740;68;86;103;119;102;70
6741;68;86;103;119;102;70
6742;68;86;103;119;102;70
6743;68;86;103;119;102;70
6744;68;86;103;119;102;70
6745;68;86;103;119;102;70
6746;68;86;103;119;102;70
6747;68;86;103;119;102;70
6748;68;86;103;119;102;70
6749;68;86;103;119;102;70
6750;68;86;103;119;102;70
6751;68;86;103;119;102;70
6752;68;86;103;119;102;70
6753;68;86;103;119;102;70
6754;68;86;103;119;102;70
6755;68;86;103;119;102;70
6756;68;86;103;119;102;70
6757;68;86;103;119;102;70
6758;68;86;103;119;102;70
6759;68;86;103;119;102;70
6760;68;86;103;119;102;70
6761;68;86;103;119;102;70
6762;68;86;103;119;102;70
6763;68;86;103;119;102;70
6764;68;86;103;119;102;70
6765;68;86;103;119;102;70
6766;68;86;103;119;102;70
6767;68;86;103;119;102;70
6768;68;86;103;119;102;70
6769;68;86;103;119;102;70
6770;68;86;103;119;102;70
6771;68;86;103;119;102;70
6772;68;86;103;119;102;70
6773;68;86;103;119;102;70
6774;68;86;103;119;102;70
6775;68;86;103;119;102;70
6776;68;86;103;119;102;70
6777;68;86;103;119;102;70
6778;68;86;103;119;102;70
6779;68;86;103;119;102;70
6780;68;86;103;119;102;70
6781;68;86;103;119;102;70
6782;68;86;103;119;102;70
6783;68;86;103;119;102;70
6784;68;86;103;119;102;70
6785;68;86;103;119;102;70
6786;68;86;103;119;102;70
6787;68;86;103;119;102;70
6788;68;86;103;119;102;70
6789;68;86;103;119;102;70
6790;68;86;103;119;102;70
6791;68;86;103;119;102;70
6792;68;86;103;119;102;70
6793;68;86;103;119;102;70
6794;68;86;103;119;102;70
6795;68;86;103;119;102;70
6796;68;86;103;119;102;70
6797;68;86;103;119;102;70
6798;68;86;103;119;102;70
6799;68;86;103;119;102;70
6800;68;86;103;119;102;70
6801;68;86;103;119;102;70
6802;68;86;103;119;102;70
6803;68;86;103;119;102;70
6804;68;86;103;119;102;70
6805;68;86;103;119;102;70
6806;68;86;103;119;102;70
6807;68;86;103;119;102;70
6808;68;86;103;119;102;70
6809;68;86;103;119;102;70
6810;68;86;103;119;102;70
6811;68;86;103;119;102;70
6812;68;86;103;119;102;70
6813;68;86;103;119;102;70
6814;68;86;103;119;102;70
6815;68;86;103;119;102;70
6816;68;86;103;119;102;70
6817;68;86;103;119;102;70
6818;68;86;103;119;102;70
6819;68;86;103;119;102;70
6820;68;86;103;119;102;70
6821;68;86;103;119;102;70
6822;68;86;103;119;102;70
6823;68;86;103;119;102;70
6824;68;86;103;119;102;70
6825;68;86;103;119;102;70
6826;68;86;103;119;102;70
6827;68;86;103;119;102;70
6828;68;86;103;119;102;70
6829;68;86;103;119;102;70
6830;68;86;103;119;102;70
6831;68;86;103;119;102;70
6832;68;86;103;119;102;70
6833;68;86;103;119;102;70
6834;68;86;103;119;102;70
6835;68;86;103;119;102;70
6836;68;86;103;119;102;70
6837;68;86;103;119;102;70
6838;68;86;103;119;102;70
6839;68;86;103;119;102;70
6840;68;86;103;119;102;70
6841;68;86;103;119;102;70
6842;68;86;103;119;102;70
6843;68;86;103;119;102;70
6844;68;86;103;119;102;70
6845;68;86;103;119;102;70
6846;68;86;103;119;102;70
6847;68;86;103;119;102;70
6848;68;86;103;119;102;70
6849;68;86;103;119;102;70
6850;68;86;103;119;102;70
6851;68;86;103;119;102;70
6852;68;86;103;119;102;70
6853;68;86;103;119;102;70
6854;68;86;103;119;102;70
6855;68;86;103;119;102;70
6856;68;86;103;119;102;70
6857;68;86;103;119;102;70
6858;68;86;103;119;102;70
6859;68;86;103;119;102;70
6860;68;86;103;119;102;70
6861;68;86;103;119;102;70
6862;68;86;103;119;102;70
6863;68;86;103;119;102;70
6864;68;86;103;119;102;70
6865;68;86;103;119;102;70
6866;68;86;103;119;102;70
6867;68;86;103;119;102;70
6868;68;86;103;119;102;70
6869;68;86;103;119;102;70
6870;68;86;103;119;102;70
6871;68;86;103;119;102;70
6872;68;86;103;119;102;70
6873;68;86;103;119;102;70
6874;68;86;103;119;102;70
6875;68;86;103;119;102;70
6876;68;86;103;119;102;70
6877;68;86;103;119;102;70
6878;68;86;103;119;102;70
6879;68;86;103;119;102;70
6880;68;86;103;119;102;70
6881;68;86;103;119;102;70
6882;68;86;103;119;102;70
6883;68;86;103;119;102;70
6884;68;86;103;119;102;70
6885;68;86;103;119;102;70
6886;68;86;103;119;102;70
6887;68;86;103;119;102;70
6888;68;86;103;119;102;70
6889;68;86;103;119;102;70
6890;68;86;103;119;102;70
6891;68;86;103;119;102;70
6892;68;86;103;119;102;70
6893;68;86;103;119;102;70
6894;68;86;103;119;102;70
6895;68;86;103;119;102;70
6896;68;86;103;119;102;70
6897;68;86;103;119;102;70
6898;68;86;103;119;102;70
6899;68;86;103;119;102;70
6900;68;86;103;119;102;70
6901;68;86;103;119;102;70
6902;68;86;103;119;102;70
6903;68;86;103;119;102;70
6904;68;86;103;119;102;70
6905;68;86;103;119;102;70
6906;68;86;103;119;102;70
6907;68;86;103;119;102;70
6908;68;86;103;119;102;70
6909;68;86;103;119;102;70
6910;68;86;103;119;102;70
6911;68;86;103;119;102;70
6912;68;86;103;119;102;70
6913;68;86;103;119;102;70
6914;68;86;103;119;102;70
6915;68;86;103;119;102;70
6916;68;86;103;119;102;70
6917;68;86;103;119;102;70
6918;68;86;103;119;102;70
6919;68;86;103;119;102;70
6920;68;86;103;119;102;70
6921;68;86;103;119;102;70
6922;68;86;103;119;102;70
6923;68;86;103;119;102;70
6924;68;86;103;119;102;70
6925;68;86;103;119;102;70
6926;68;86;103;119;102;70
6927;68;86;103;119;102;70
6928;68;86;103;119;102;70
6929;68;86;103;119;102;70
6930;68;86;103;119;102;70
6931;68;86;103;119;102;70
6932;68;86;103;119;102;70
6933;68;86;103;119;102;70
6934;68;86;103;119;102;70
6935;68;86;103;119;102;70
6936;68;86;103;119;102;70
6937;68;86;103;119;102;70
6938;68;86;103;119;102;70
6939;68;86;103;119;102;70
6940;68;86;103;119;102;70
6941;68;86;103;119;102;70
6942;68;86;103;119;102;70
6943;68;86;103;119;102;70
6944;68;86;103;119;102;70
6945;68;86;103;119;102;70
6946;68;86;103;119;102;70
6947;68;86;103;119;102;70
6948;68;86;103;119;102;70
6949;68;86;103;119;102;70
6950;68;86;103;119;102;70
6951;68;86;103;119;102;70
6952;68;86;103;119;102;70
6953;68;86;103;119;102;70
6954;68;86;103;119;102;70
6955;68;86;103;119;102;70
6956;68;86;103;119;102;70
6957;68;86;103;119;102;70
6958;68;86;103;119;102;70
6959;68;86;103;119;102;70
6960;68;86;103;119;102;70
6961;68;86;103;119;102;70
6962;68;86;103;119;102;70
6963;68;86;103;119;102;70
6964;68;86;103;119;102;70
6965;68;86;103;119;102;70
6966;68;86;103;119;102;70
6967;68;86;103;119;102;70
6968;68;86;103;119;102;70
6969;68;86;103;119;102;70
6970;68;86;103;119;102;70
6971;68;86;103;119;102;70
6972;68;86;103;119;102;70
6973;68;86;103;119;102;70
6974;68;86;103;119;102;70
6975;68;86;103;119;102;70
6976;68;86;103;119;102;70
6977;68;86;103;119;102;70
6978;68;86;103;119;102;70
6979;68;86;103;119;102;70
6980;68;86;103;119;102;70
6981;68;86;103;119;102;70
6982;68;86;103;119;102;70
6983;68;86;103;119;102;70
6984;68;86;103;119;102;70
6985;68;86;103;119;102;70
6986;68;86;103;119;102;70
6987;68;86;103;119;102;70
6988;68;86;103;119;102;70
6989;68;86;103;119;102;70
6990;68;86;103;119;102;70
6991;68;86;103;119;102;70
6992;68;86;103;119;102;70
6993;68;86;103;119;102;70
6994;68;86;103;119;102;70
6995;68;86;103;119;102;70
6996;68;86;103;119;102;70
6997;68;86;103;119;102;70
6998;68;86;103;119;102;70
6999;68;86;103;119;102;70
7000;68;86;103;119;102;70
7001;68;86;103;119;102;70
7002;68;86;103;119;102;70
7003;68;86;103;119;102;70
7004;68;86;103;119;102;70
7005;68;86;103;119;102;70
7006;68;86;103;119;102;70
7007;68;86;103;119;102;70
7008;68;86;103;119;102;70
7009;68;86;103;119;102;70
7010;68;86;103;119;102;70
7011;68;86;103;119;102;70
7012;68;86;103;119;102;70
7013;68;86;103;119;102;70
7014;68;86;103;119;102;70
7015;68;86;103;119;102;70
7016;68;86;103;119;102;70
7017;68;86;103;119;102;70
7018;68;86;103;119;102;70
7019;68;86;103;119;102;70
7020;68;86;103;119;102;70
7021;68;86;103;119;102;70
7022;68;86;103;119;102;70
7023;68;86;103;119;102;70
7024;68;86;103;119;102;70
7025;68;86;103;119;102;70
7026;68;86;103;119;102;70
7027;68;86;103;119;102;70
7028;68;86;103;119;102;70
7029;68;86;103;119;102;70
7030;68;86;103;119;102;70
7031;68;86;103;119;102;70
7032;68;86;103;119;102;70
7033;68;86;103;119;102;70
7034;68;86;103;119;102;70
7035;68;86;103;119;102;70
7036;68;86;103;119;102;70
7037;68;86;103;119;102;70
7038;68;86;103;119;102;70
7039;68;86;103;119;102;70
7040;68;86;103;119;102;70
7041;68;86;103;119;102;70
7042;68;86;103;119;102;70
7043;68;86;103;119;102;70
7044;68;86;103;119;102;70
7045;68;86;103;119;102;70
7046;68;86;103;119;102;70
7047;68;86;103;119;102;70
7048;68;86;103;119;102;70
7049;68;86;103;119;102;70
7050;68;86;103;119;102;70
7051;68;86;103;119;102;70
7052;68;86;103;119;102;70
7053;68;86;103;119;102;70
7054;68;86;103;119;102;70
7055;68;86;103;119;102;70
7056;68;86;103;119;102;70
7057;68;86;103;119;102;70
7058;68;86;103;119;102;70
7059;68;86;103;119;102;70
7060;68;86;103;119;102;70
7061;68;86;103;119;102;70
7062;68;86;103;119;102;70
7063;68;86;103;119;102;70
7064;68;86;103;119;102;70
7065;68;86;103;119;102;70
7066;68;86;103;119;102;70
7067;68;86;103;119;102;70
7068;68;86;103;119;102;70
7069;68;86;103;119;102;70
7070;68;86;103;119;102;70
7071;68;86;103;119;102;70
7072;68;86;103;119;102;70
7073;68;86;103;119;102;70
7074;68;86;103;119;102;70
7075;68;86;103;119;102;70
7076;68;86;103;119;102;70
7077;68;86;103;119;102;70
7078;68;86;103;119;102;70
7079;68;86;103;119;102;70
7080;68;86;103;119;102;70
7081;68;86;103;119;102;70
7082;68;86;103;119;102;70
7083;68;86;103;119;102;70
7084;68;86;103;119;102;70
7085;68;86;103;119;102;70
7086;68;86;103;119;102;70
7087;68;86;103;119;102;70
7088;68;86;103;119;102;70
7089;68;86;103;119;102;70
7090;68;86;103;119;102;70
7091;68;86;103;119;102;70
7092;68;86;103;119;102;70
7093;68;86;103;119;102;70
7094;68;86;103;119;102;70
7095;68;86;103;119;102;70
7096;68;86;103;119;102;70
7097;68;86;103;119;102;70
7098;68;86;103;119;102;70
7099;68;86;103;119;102;70
7100;68;86;103;119;102;70
7101;68;86;103;119;102;70
7102;68;86;103;119;102;70
7103;68;86;103;119;102;70
7104;68;86;103;119;102;70
7105;68;86;103;119;102;70
7106;68;86;103;119;102;70
7107;68;86;103;119;102;70
7108;68;86;103;119;102;70
7109;68;86;103;119;102;70
7110;68;86;103;119;102;70
7111;68;86;103;119;102;70
7112;68;86;103;119;102;70
7113;68;86;103;119;102;70
7114;68;86;103;119;102;70
7115;68;86;103;119;102;70
7116;68;86;103;119;102;70
7117;68;86;103;119;102;70
7118;68;86;103;119;102;70
7119;68;86;103;119;102;70
7120;68;86;103;119;102;70
7121;68;86;103;119;102;70
7122;68;86;103;119;102;70
7123;68;86;103;119;102;70
7124;68;86;103;119;102;70
7125;68;86;103;119;102;70
7126;68;86;103;119;102;70
7127;68;86;103;119;102;70
7128;68;86;103;119;102;70
7129;68;86;103;119;102;70
7130;68;86;103;119;102;70
7131;68;86;103;119;102;70
7132;68;86;103;119;102;70
7133;68;86;103;119;102;70
7134;68;86;103;119;102;70
7135;68;86;103;119;102;70
7136;68;86;103;119;102;70
7137;68;86;103;119;102;70
7138;68;86;103;119;102;70
7139;68;86;103;119;102;70
7140;68;86;103;119;102;70
7141;68;86;103;119;102;70
7142;68;86;103;119;102;70
7143;68;86;103;119;102;70
7144;68;86;103;119;102;70
7145;68;86;103;119;102;70
7146;68;86;103;119;102;70
7147;68;86;103;119;102;70
7148;68;86;103;119;102;70
7149;68;86;103;119;102;70
7150;68;86;103;119;102;70
7151;68;86;103;119;102;70
7152;68;86;103;119;102;70
7153;68;86;103;119;102;70
7154;68;86;103;119;102;70
7155;68;86;103;119;102;70
7156;68;86;103;119;102;70
7157;68;86;103;119;102;70
7158;68;86;103;119;102;70
7159;68;86;103;119;102;70
7160;68;86;103;119;102;70
7161;68;86;103;119;102;70
7162;68;86;103;119;102;70
7163;68;86;103;119;102;70
7164;68;86;103;119;102;70
7165;68;86;103;119;102;70
7166;68;86;103;119;102;70
7167;68;86;103;119;102;70
7168;68;86;103;119;102;70
7169;68;86;103;119;102;70
7170;68;86;103;119;102;70
7171;68;86;103;119;102;70
7172;68;86;103;119;102;70
7173;68;86;103;119;102;70
7174;68;86;103;119;102;70
7175;68;86;103;119;102;70
7176;68;86;103;119;102;70
7177;68;86;103;119;102;70
7178;68;86;103;119;102;70
7179;68;86;103;119;102;70
7180;68;86;103;119;102;70
7181;68;86;103;119;102;70
7182;68;86;103;119;102;70
7183;68;86;103;119;102;70
7184;68;86;103;119;102;70
7185;68;86;103;119;102;70
7186;68;86;103;119;102;70
7187;68;86;103;119;102;70
7188;68;86;103;119;102;70
7189;68;86;103;119;102;70
7190;68;86;103;119;102;70
7191;68;86;103;119;102;70
7192;68;86;103;119;102;70
7193;68;86;103;119;102;70
7194;68;86;103;119;102;70
7195;68;86;103;119;102;70
7196;68;86;103;119;102;70
7197;68;86;103;119;102;70
7198;68;86;103;119;102;70
7199;68;86;103;119;102;70
7200;68;86;103;119;102;70
7201;68;86;103;119;102;70
7202;68;86;103;119;102;70
7203;68;86;103;119;102;70
7204;68;86;103;119;102;70
7205;68;86;103;119;102;70
7206;68;86;103;119;102;70
7207;68;86;103;119;102;70
7208;68;86;103;119;102;70
7209;68;86;103;119;102;70
7210;68;86;103;119;102;70
7211;68;86;103;119;102;70
7212;68;86;103;119;102;70
7213;68;86;103;119;102;70
7214;68;86;103;119;102;70
7215;68;86;103;119;102;70
7216;68;86;103;119;102;70
7217;68;86;103;119;102;70
7218;68;86;103;119;102;70
7219;68;86;103;119;102;70
7220;68;86;103;119;102;70
7221;68;86;103;119;102;70
7222;68;86;103;119;102;70
7223;68;86;103;119;102;70
7224;68;86;103;119;102;70
7225;68;86;103;119;102;70
7226;68;86;103;119;102;70
7227;68;86;103;119;102;70
7228;68;86;103;119;102;70
7229;68;86;103;119;102;70
7230;68;86;103;119;102;70
7231;68;86;103;119;102;70
7232;68;86;103;119;102;70
7233;68;86;103;119;102;70
7234;68;86;103;119;102;70
7235;68;86;103;119;102;70
7236;68;86;103;119;102;70
7237;68;86;103;119;102;70
7238;68;86;103;119;102;70
7239;68;86;103;119;102;70
7240;68;86;103;119;102;70
7241;68;86;103;119;102;70
7242;68;86;103;119;102;70
7243;68;86;103;119;102;70
7244;68;86;103;119;102;70
7245;68;86;103;119;102;70
7246;68;86;103;119;102;70
7247;68;86;103;119;102;70
7248;68;86;103;119;102;70
7249;68;86;103;119;102;70
7250;68;86;103;119;102;70
7251;68;86;103;119;102;70
7252;68;86;103;119;102;70
7253;68;86;103;119;102;70
7254;68;86;103;119;102;70
7255;68;86;103;119;102;70
7256;68;86;103;119;102;70
7257;68;86;103;119;102;70
7258;68;86;103;119;102;70
7259;68;86;103;119;102;70
7260;68;86;103;119;102;70
7261;68;86;103;119;102;70
7262;68;86;103;119;102;70
7263;68;86;103;119;102;70
7264;68;86;103;119;102;70
7265;68;86;103;119;102;70
7266;68;86;103;119;102;70
7267;68;86;103;119;102;70
7268;68;86;103;119;102;70
7269;68;86;103;119;102;70
7270;68;86;103;119;102;70
7271;68;86;103;119;102;70
7272;68;86;103;119;102;70
7273;68;86;103;119;102;70
7274;68;86;103;119;102;70
7275;68;86;103;119;102;70
7276;68;86;103;119;102;70
7277;68;86;103;119;102;70
7278;68;86;103;119;102;70
7279;68;86;103;119;102;70
7280;68;86;103;119;102;70
7281;68;86;103;119;102;70
7282;68;86;103;119;102;70
7283;68;86;103;119;102;70
7284;68;86;103;119;102;70
7285;68;86;103;119;102;70
7286;68;86;103;119;102;70
7287;68;86;103;119;102;70
7288;68;86;103;119;102;70
7289;68;86;103;119;102;70
7290;68;86;103;119;102;70
7291;68;86;103;119;102;70
7292;68;86;103;119;102;70
7293;68;86;103;119;102;70
7294;68;86;103;119;102;70
7295;68;86;103;119;102;70
7296;68;86;108;111;91;71
7297;68;86;108;111;91;71
7298;68;86;108;111;91;71
7299;68;86;108;111;91;71
7300;68;86;108;111;91;71
7301;68;86;108;111;91;71
7302;68;86;108;111;91;71
7303;68;86;108;111;91;71
7304;68;86;108;111;91;71
7305;68;86;108;111;91;71
7306;68;86;108;111;91;71
7307;68;86;108;111;91;71
7308;68;86;108;111;91;71
7309;68;86;108;111;91;71
7310;68;86;108;111;91;71
7311;68;86;108;111;91;71
7312;68;86;108;111;91;71
7313;68;86;108;111;91;71
7314;68;86;108;111;91;71
7315;68;86;108;111;91;71
7316;68;86;108;111;91;71
7317;68;86;108;111;91;71
7318;68;86;108;111;91;71
7319;68;86;108;111;91;71
7320;68;90;108;111;91;72
7321;68;90;108;111;91;72
7322;68;90;108;111;91;72
7323;68;90;108;111;91;72
7324;68;90;108;111;91;72
7325;68;90;108;111;91;72
7326;68;90;108;111;91;72
7327;68;90;108;111;91;72
7328;68;90;108;111;91;72
7329;68;90;108;111;91;72
7330;68;90;108;111;91;72
7331;68;90;108;111;91;72
7332;68;90;108;111;91;72
7333;68;90;108;111;91;72
7334;68;90;108;111;91;72
7335;68;90;108;111;91;72
7336;68;90;108;111;91;72
7337;68;90;108;111;91;72
7338;68;90;108;111;91;72
7339;68;90;108;111;91;72
7340;68;90;108;111;91;72
7341;68;90;108;111;91;72
7342;68;90;108;111;91;72
7343;68;90;108;111;91;72
7344;68;90;108;111;91;73
7345;68;90;108;111;91;73
7346;68;90;108;111;91;73
7347;68;90;108;111;91;73
7348;68;90;108;111;91;73
7349;68;90;108;111;91;73
7350;68;90;108;111;91;73
7351;68;90;108;111;91;73
7352;68;90;108;111;91;73
7353;68;90;108;111;91;73
7354;68;90;108;111;91;73
7355;68;90;108;111;91;73
7356;68;90;108;111;91;73
7357;68;90;108;111;91;73
7358;68;90;108;111;91;73
7359;68;90;108;111;91;73
7360;68;90;108;111;91;73
7361;68;90;108;111;91;73
7362;68;90;108;111;91;73
7363;68;90;108;111;91;73
7364;68;90;108;111;91;73
7365;68;90;108;111;91;73
7366;68;90;108;111;91;73
7367;68;90;108;111;91;73
7368;68;90;108;111;91;73
7369;68;90;108;111;91;73
7370;68;90;108;111;91;73
7371;68;90;108;111;91;73
7372;68;90;108;111;91;73
7373;68;90;108;111;91;73
7374;68;90;108;111;91;73
7375;68;90;108;111;91;73
7376;68;90;108;111;91;73
7377;68;90;108;111;91;73
7378;68;90;108;111;91;73
7379;68;90;108;111;91;73
7380;68;90;108;111;91;73
7381;68;90;108;111;91;73
7382;68;90;108;111;91;73
7383;68;90;108;111;91;73
7384;68;90;108;111;91;73
7385;68;90;108;111;91;73
7386;68;90;108;111;91;73
7387;68;90;108;111;91;73
7388;68;90;108;111;91;73
7389;68;90;108;111;91;73
7390;68;90;108;111;91;73
7391;68;90;108;111;91;73
7392;68;90;108;111;91;73
7393;68;90;108;111;91;73
7394;68;90;108;111;91;73
7395;68;90;108;111;91;73
7396;68;90;108;111;91;73
7397;68;90;108;111;91;73
7398;68;90;108;111;91;73
7399;68;90;108;111;91;73
7400;68;90;108;111;91;73
7401;68;90;108;111;91;73
7402;68;90;108;111;91;73
7403;68;90;108;111;91;73
7404;68;90;108;111;91;73
7405;68;90;108;111;91;73
7406;68;90;108;111;91;73
7407;68;90;108;111;91;73
7408;68;90;108;111;91;73
7409;68;90;108;111;91;73
7410;68;90;108;111;91;73
7411;68;90;108;111;91;73
7412;68;90;108;111;91;73
7413;68;90;108;111;91;73
7414;68;90;108;111;91;73
7415;68;90;108;111;91;73
7416;68;90;108;111;91;73
7417;68;90;108;111;91;73
7418;68;90;108;111;91;73
7419;68;90;108;111;91;73
7420;68;90;108;111;91;73
7421;68;90;108;111;91;73
7422;68;90;108;111;91;73
7423;68;90;108;111;91;73
7424;68;90;108;111;91;73
7425;68;90;108;111;91;73
7426;68;90;108;111;91;73
7427;68;90;108;111;91;73
7428;68;90;108;111;91;73
7429;68;90;108;111;91;73
7430;68;90;108;111;91;73
7431;68;90;108;111;91;73
7432;68;90;108;111;91;73
7433;68;90;108;111;91;73
7434;68;90;108;111;91;73
7435;68;90;108;111;91;73
7436;68;90;108;111;91;73
7437;68;90;108;111;91;73
7438;68;90;108;111;91;73
7439;68;90;108;111;91;73
7440;68;90;108;111;91;73
7441;68;90;108;111;91;73
7442;68;90;108;111;91;73
7443;68;90;108;111;91;73
7444;68;90;108;111;91;73
7445;68;90;108;111;91;73
7446;68;90;108;111;91;73
7447;68;90;108;111;91;73
7448;68;90;108;111;91;73
7449;68;90;108;111;91;73
7450;68;90;108;111;91;73
7451;68;90;108;111;91;73
7452;68;90;108;111;91;73
7453;68;90;108;111;91;73
7454;68;90;108;111;91;73
7455;68;90;108;111;91;73
7456;68;90;108;111;91;73
7457;68;90;108;111;91;73
7458;68;90;108;111;91;73
7459;68;90;108;111;91;73
7460;68;90;108;111;91;73
7461;68;90;108;111;91;73
7462;68;90;108;111;91;73
7463;68;90;108;111;91;73
7464;68;90;108;111;91;73
7465;68;90;108;111;91;73
7466;68;90;108;111;91;73
7467;68;90;108;111;91;73
7468;68;90;108;111;91;73
7469;68;90;108;111;91;73
7470;68;90;108;111;91;73
7471;68;90;108;111;91;73
7472;68;90;108;111;91;73
7473;68;90;108;111;91;73
7474;68;90;108;111;91;73
7475;68;90;108;111;91;73
7476;68;90;108;111;91;73
7477;68;90;108;111;91;73
7478;68;90;108;111;91;73
7479;68;90;108;111;91;73
7480;68;90;108;111;91;73
7481;68;90;108;111;91;73
7482;68;90;108;111;91;73
7483;68;90;108;111;91;73
7484;68;90;108;111;91;73
7485;68;90;108;111;91;73
7486;68;90;108;111;91;73
7487;68;90;108;111;91;73
7488;68;90;108;111;91;73
7489;68;90;108;111;91;73
7490;68;90;108;111;91;73
7491;68;90;108;111;91;73
7492;68;90;108;111;91;73
7493;68;90;108;111;91;73
7494;68;90;108;111;91;73
7495;68;90;108;111;91;73
7496;68;90;108;111;91;73
7497;68;90;108;111;91;73
7498;68;90;108;111;91;73
7499;68;90;108;111;91;73
7500;68;90;108;111;91;73
7501;68;90;108;111;91;73
7502;68;90;108;111;91;73
7503;68;90;108;111;91;73
7504;68;90;108;111;91;73
7505;68;90;108;111;91;73
7506;68;90;108;111;91;73
7507;68;90;108;111;91;73
7508;68;90;108;111;91;73
7509;68;90;108;111;91;73
7510;68;90;108;111;91;73
